entry_time,entry_price,trade_type,volume,tp,sl,exit_price,exit_time,profit,bar_open,bar_high,bar_low,bar_close,bar_volume,price_vs_open,rsi_14,macd,macd_signal,macd_histogram,sma_20,sma_50,ema_20,bb_upper,bb_middle,bb_lower,atr_14,price_vs_sma20,price_vs_sma50,sma20_slope,sma50_slope,prev_bar_direction,consecutive_up_bars,consecutive_down_bars,swing_high,swing_low,at_swing_high,at_swing_low,distance_to_swing_high,distance_to_swing_low,vwap,vwap_distance_pct,above_vwap,vwap_std_1,vwap_std_2,vwap_std_3,in_vwap_band_1,in_vwap_band_2,in_vwap_band_3,volume_percentile,high_volume_area,volume_poc,volume_vah,volume_val,at_poc,above_vah,below_val,lvn_price,at_lvn,lvn_percentile,low_volume_area,order_block_bullish,order_block_bearish,liquidity_sweep,fair_value_gap_up,fair_value_gap_down,fvg_size_pct,at_prev_poc,at_prev_vah,at_prev_val,at_prev_vwap,at_prev_lvn
2025-11-13 02:30:00,1.15878,sell,0.03,,,1.16087,2025-11-13 13:48:18,-6.27,1.15804,1.15896,1.15789,1.15895,1874,0.07858105074090416,28.321678321678633,-0.0010771115771495143,-0.0006900126563213081,-0.0003870989208282062,1.1616065,1.1621714,1.1608762067071812,1.1660468616495614,1.1616065,1.1571661383504386,0.0018114285714285908,-0.22921610078088456,-0.2779584969153244,-0.0002254999999999896,-3.287999999996849e-05,down,2,1,1.1656,1.15714,False,False,0.5737952456965395,0.1561758488286697,1.1581823019468271,0.06628473357625424,True,0.0020817247219989984,0.004163449443997997,0.006245174165996995,True,False,False,46.0,False,1.1590858000000002,1.163908,1.157986,True,False,False,1.1655154,False,94.0,False,False,False,False,False,False,,True,True,True,True,True
2025-11-13 09:24:00,1.15914,sell,0.06,,,1.16087,2025-11-13 13:48:18,-10.38,1.15857,1.16124,1.1583,1.16114,2701,0.2218251810421434,39.27576601671288,-0.0002576082507241839,4.3197166949588506e-05,-0.00030080541767377243,1.162984,1.1623706,1.1625844325744286,1.1652949387474987,1.162984,1.1606730612525014,0.0019207142857142756,-0.15880944588938084,-0.10598205212118869,-0.0001208000000000098,3.5439999999997696e-05,up,1,1,1.1656,1.15656,False,False,0.3841052758495882,0.3944399469486908,1.1581781080927727,0.2557371691392861,True,0.0021524883509580458,0.0043049767019160915,0.006457465052874137,False,True,False,67.0,False,1.1595431999999999,1.1639728,1.1578256,True,False,False,1.1655095999999998,False,60.0,False,True,False,False,False,False,,False,True,False,True,False
2025-11-13 09:36:00,1.15964,sell,0.09,,,1.16087,2025-11-13 13:48:18,-11.07,1.16114,1.16294,1.16102,1.16279,3355,0.14210172761251263,46.17903930131039,-0.00015616869895285213,0.0001183985213680316,-0.00027456722032088375,1.1631185,1.1623508,1.162736478108579,1.1652862373602704,1.1631185,1.1609507626397295,0.0016492857142857023,-0.028251016950606198,0.03777122266273127,-0.00010060000000002844,4.636000000002305e-05,down,1,3,1.1656,1.15656,False,False,0.2416601449960852,0.5357803214681892,1.1581715460154673,0.3987711492672921,True,0.002157416643988258,0.004314833287976516,0.006472249931964774,False,False,True,83.0,True,1.1595431999999999,1.1639728,1.1578256,False,False,False,1.1655095999999998,False,26.0,False,False,False,False,False,False,,False,False,False,False,False
2025-11-13 09:42:00,1.16032,sell,0.12,,,1.16087,2025-11-13 13:48:18,-6.6,1.16114,1.16294,1.16102,1.16279,3355,0.14210172761251263,46.17903930131039,-0.00015616869895285213,0.0001183985213680316,-0.00027456722032088375,1.1631185,1.1623508,1.162736478108579,1.1652862373602704,1.1631185,1.1609507626397295,0.0016492857142857023,-0.028251016950606198,0.03777122266273127,-0.00010060000000002844,4.636000000002305e-05,down,1,3,1.1656,1.15656,False,False,0.2416601449960852,0.5357803214681892,1.1581715460154673,0.3987711492672921,True,0.002157416643988258,0.004314833287976516,0.006472249931964774,False,False,True,83.0,True,1.1595431999999999,1.1639728,1.1578256,False,False,False,1.1655095999999998,False,26.0,False,False,False,False,False,False,,False,False,False,False,False
2025-11-13 10:00:00,1.16115,sell,0.15,,,1.16087,2025-11-13 13:48:18,4.2,1.16114,1.16294,1.16102,1.16279,3355,0.14210172761251263,46.17903930131039,-0.00015616869895285213,0.0001183985213680316,-0.00027456722032088375,1.1631185,1.1623508,1.162736478108579,1.1652862373602704,1.1631185,1.1609507626397295,0.0016492857142857023,-0.028251016950606198,0.03777122266273127,-0.00010060000000002844,4.636000000002305e-05,down,1,3,1.1656,1.15656,False,False,0.2416601449960852,0.5357803214681892,1.1581715460154673,0.3987711492672921,True,0.002157416643988258,0.004314833287976516,0.006472249931964774,False,False,True,83.0,True,1.1595431999999999,1.1639728,1.1578256,False,False,False,1.1655095999999998,False,26.0,False,False,False,False,False,False,,False,False,False,False,False
2025-11-13 10:12:00,1.16177,sell,0.18,,,1.16087,2025-11-13 13:48:18,16.2,1.16114,1.16294,1.16102,1.16279,3355,0.14210172761251263,46.17903930131039,-0.00015616869895285213,0.0001183985213680316,-0.00027456722032088375,1.1631185,1.1623508,1.162736478108579,1.1652862373602704,1.1631185,1.1609507626397295,0.0016492857142857023,-0.028251016950606198,0.03777122266273127,-0.00010060000000002844,4.636000000002305e-05,down,1,3,1.1656,1.15656,False,False,0.2416601449960852,0.5357803214681892,1.1581715460154673,0.3987711492672921,True,0.002157416643988258,0.004314833287976516,0.006472249931964774,False,False,True,83.0,True,1.1595431999999999,1.1639728,1.1578256,False,False,False,1.1655095999999998,False,26.0,False,False,False,False,False,False,,False,False,False,False,False
2025-11-13 11:00:00,1.1628,sell,0.21,,,1.16085,2025-11-13 13:48:17,40.95,1.16279,1.16349,1.1610800000000001,1.16165,4012,-0.0980400588240283,41.93168433451184,-0.00019242339907066253,0.00018704032644825254,-0.00037946372551891504,1.1631895,1.1622881999999999,1.1627308442252715,1.1654044394669065,1.1631895,1.1609745605330937,0.0015778571428571228,-0.1325270089958272,-0.054939095252426386,-8.780000000001565e-05,4.3039999999994194e-05,down,1,2,1.1656,1.15656,False,False,0.3400335729350405,0.43816984461757313,1.1581552535084771,0.3017511236888195,True,0.0021778791462699555,0.004355758292539911,0.006533637438809867,False,True,False,89.0,True,1.1595431999999999,1.1639728,1.1576448,True,False,False,1.1655095999999998,False,72.0,False,False,False,False,False,False,,False,True,False,True,False
2025-11-14 04:00:00,1.16331,buy,0.03,,,1.16461,2025-11-14 07:55:09,3.9,1.16333,1.16375,1.1629800000000001,1.16357,1472,0.020630431605822768,57.309486780715005,0.0008675487085518796,0.0008296196652373693,3.792904331451031e-05,1.162744,1.1609682,1.1627917850737843,1.1651951256275552,1.162744,1.1602928743724448,0.0019235714285713895,0.07098842355853051,0.2236049399692411,0.00015179999999999084,9.075999999996753e-05,up,3,1,1.16537,1.1509800000000001,False,False,0.15469632252464602,1.0820148336584716,1.1578740359867832,0.491932959560882,True,0.0031535812574713723,0.0063071625149427445,0.009460743772414116,False,True,False,27.0,False,1.1591823,1.162492,1.1570238000000002,False,True,False,1.1511239000000002,False,57.99999999999999,False,False,False,False,False,False,,True,True,False,False,False
2025-11-14 04:24:00,1.16364,buy,0.06,,,1.16461,2025-11-14 07:55:09,5.82,1.16333,1.16375,1.1629800000000001,1.16357,1472,0.020630431605822768,57.309486780715005,0.0008675487085518796,0.0008296196652373693,3.792904331451031e-05,1.162744,1.1609682,1.1627917850737843,1.1651951256275552,1.162744,1.1602928743724448,0.0019235714285713895,0.07098842355853051,0.2236049399692411,0.00015179999999999084,9.075999999996753e-05,up,3,1,1.16537,1.1509800000000001,False,False,0.15469632252464602,1.0820148336584716,1.1578740359867832,0.491932959560882,True,0.0031535812574713723,0.0063071625149427445,0.009460743772414116,False,True,False,27.0,False,1.1591823,1.162492,1.1570238000000002,False,True,False,1.1511239000000002,False,57.99999999999999,False,False,False,False,False,False,,True,True,False,False,False
2025-11-14 05:24:00,1.16396,buy,0.09,,,1.16461,2025-11-14 07:55:09,5.85,1.16357,1.16449,1.16355,1.16383,1287,0.022345024364664522,59.425911559348016,0.0009103854515259968,0.0008201374044087416,9.024804711725521e-05,1.1626670000000001,1.1608958,1.16270986771313,1.1651055940729413,1.1626670000000001,1.160228405927059,0.0019542857142857023,0.09992868374245406,0.2521158588453543,0.00017050000000002897,9.367999999998489e-05,up,2,1,1.16537,1.1509800000000001,False,False,0.13232173083698623,1.1041131436721692,1.1578637130310947,0.5152840443791501,True,0.003181927095394238,0.006363854190788476,0.009545781286182713,False,True,False,22.0,False,1.1591823,1.163931,1.1570238000000002,False,False,False,1.1511239000000002,False,60.0,False,False,False,False,False,False,,True,True,False,False,False
2025-11-14 05:36:00,1.16435,buy,0.12,,,1.16461,2025-11-14 07:55:09,3.12,1.16383,1.16431,1.16379,1.16421,1175,0.03265081670003755,60.12558869701739,0.0009253460150815407,0.0007975753926294277,0.000127770622452113,1.162549,1.1608150000000002,1.1625919590513543,1.1649790218755685,1.162549,1.1601189781244317,0.0019599999999999934,0.14267185473410404,0.2916140558833728,0.00017390000000001572,9.65600000000233e-05,up,1,1,1.16537,1.1509800000000001,True,False,0.09963838139167762,1.1363929188032962,1.1578538049757412,0.5489635217281981,True,0.003196733615439484,0.006393467230878968,0.009590200846318451,False,True,False,16.0,False,1.1591823,1.162492,1.1518434000000002,False,True,False,1.1560165000000002,False,26.0,False,False,False,False,False,False,,True,True,False,False,False
2025-11-14 06:00:00,1.16384,buy,0.15,,,1.16457,2025-11-14 07:55:09,10.95,1.16383,1.16431,1.16379,1.16421,1175,0.03265081670003755,60.12558869701739,0.0009253460150815407,0.0007975753926294277,0.000127770622452113,1.162549,1.1608150000000002,1.1625919590513543,1.1649790218755685,1.162549,1.1601189781244317,0.0019599999999999934,0.14267185473410404,0.2916140558833728,0.00017390000000001572,9.65600000000233e-05,up,1,1,1.16537,1.1509800000000001,True,False,0.09963838139167762,1.1363929188032962,1.1578538049757412,0.5489635217281981,True,0.003196733615439484,0.006393467230878968,0.009590200846318451,False,True,False,16.0,False,1.1591823,1.162492,1.1518434000000002,False,True,False,1.1560165000000002,False,26.0,False,False,False,False,False,False,,True,True,False,False,False
2025-11-14 10:00:00,1.16332,buy,0.03,,,1.16279,2025-11-14 14:12:53,-1.5899999999999999,1.16331,1.16369,1.16205,1.16296,5310,-0.030086563340818225,54.11868910540237,0.0006977953920521696,0.0007218370715182164,-2.404167946604683e-05,1.1618145,1.1604274,1.1618711500699537,1.164219420175927,1.1618145,1.1594095798240729,0.0017628571428571613,0.09849865859531037,0.21777189241245484,0.00011030000000000761,7.268000000002495e-05,down,1,2,1.16537,1.1507100000000001,False,False,0.20722982733714174,1.0533466327302634,1.1577899392895619,0.4465456586719487,True,0.0032553591727233918,0.0065107183454467836,0.009766077518170175,False,True,False,97.0,True,1.1590662000000003,1.162438,1.1515896,False,True,False,1.1558410000000001,False,26.0,False,False,False,False,False,False,0.004299374011153051,True,True,False,False,True
